Volatility,3,Framework,2.9.0
PID,Process,Base,Size,Name,Path,LoadTime,File,output
488,svchost.exe,0x7ffa3b020000,0x203000,twinapi.appcore.dll,C:\Windows\SYSTEM32\twinapi.appcore.dll,2024-09-17,22:13:44.000000,UTC,Disabled
488,svchost.exe,0x7ffa40cf0000,0x32000,SspiCli.dll,C:\Windows\System32\SspiCli.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2dca0000,0x63000,execmodelclient.dll,C:\Windows\System32\execmodelclient.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa3d6f0000,0xf2000,CoreMessaging.dll,C:\Windows\System32\CoreMessaging.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa42e60000,0x6b000,WS2_32.dll,C:\Windows\System32\WS2_32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa40520000,0x12000,MSASN1.dll,C:\Windows\System32\MSASN1.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa40160000,0x27000,ncrypt.dll,c:\windows\system32\ncrypt.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa40120000,0x3b000,NTASN1.dll,c:\windows\system32\NTASN1.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2d460000,0x18000,execmodelproxy.dll,C:\Windows\system32\execmodelproxy.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2d350000,0x5a000,ncryptprov.dll,C:\Windows\system32\ncryptprov.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa400b0000,0xc000,CRYPTBASE.dll,C:\Windows\system32\CRYPTBASE.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa3dae0000,0x9e000,uxtheme.dll,C:\Windows\system32\uxtheme.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa421f0000,0x114000,MSCTF.dll,C:\Windows\System32\MSCTF.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa3d580000,0x14000,wtsapi32.dll,C:\Windows\SYSTEM32\wtsapi32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2d1b0000,0x99000,TileDataRepository.dll,C:\Windows\System32\TileDataRepository.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa34880000,0x58e000,Windows.StateRepository.dll,C:\Windows\System32\Windows.StateRepository.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa347c0000,0xb1000,StateRepository.Core.dll,C:\Windows\System32\StateRepository.Core.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2d0f0000,0xb9000,Windows.Networking.Connectivity.dll,C:\Windows\System32\Windows.Networking.Connectivity.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2fb70000,0x146000,Windows.StateRepositoryPS.dll,C:\Windows\System32\Windows.StateRepositoryPS.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2d9a0000,0x40000,Windows.StateRepositoryClient.dll,C:\Windows\System32\Windows.StateRepositoryClient.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa3fee0000,0x3b000,IPHLPAPI.DLL,C:\Windows\System32\IPHLPAPI.DLL,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa42e50000,0x8000,NSI.dll,C:\Windows\System32\NSI.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2cf80000,0x11000,dusmapi.dll,C:\Windows\System32\dusmapi.dll,2024-09-17,22:13:45.000000,UTC,Disabled
488,svchost.exe,0x7ffa2ce40000,0x90000,appresolver.dll,C:\Windows\System32\appresolver.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa426d0000,0x12b000,ole32.dll,C:\Windows\System32\ole32.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3f2e0000,0x29000,SLC.dll,C:\Windows\System32\SLC.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa40cc0000,0x2e000,USERENV.dll,C:\Windows\System32\USERENV.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3f2b0000,0x25000,sppc.dll,C:\Windows\System32\sppc.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3aa00000,0x5b000,Bcp47Langs.dll,C:\Windows\System32\Bcp47Langs.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa344b0000,0x11000,windows.staterepositorycore.dll,C:\Windows\SYSTEM32\windows.staterepositorycore.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3ff20000,0x6a000,mswsock.dll,C:\Windows\system32\mswsock.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa31c20000,0x14000,threadpoolwinrt.dll,C:\Windows\System32\threadpoolwinrt.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa36380000,0xb000,WINNSI.DLL,C:\Windows\SYSTEM32\WINNSI.DLL,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa2feb0000,0x26d000,Windows.CloudStore.dll,C:\Windows\System32\Windows.CloudStore.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa2cdc0000,0x5e000,wpnclient.dll,C:\Windows\System32\wpnclient.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa2cd80000,0x37000,AppExtension.dll,C:\Windows\System32\AppExtension.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa368b0000,0x102000,AppXDeploymentClient.dll,C:\Windows\System32\AppXDeploymentClient.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa2c530000,0x1b8000,ContentDeliveryManager.Utilities.dll,C:\Windows\System32\ContentDeliveryManager.Utilities.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa36070000,0x17000,dhcpcsvc6.DLL,C:\Windows\SYSTEM32\dhcpcsvc6.DLL,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa36050000,0x1d000,dhcpcsvc.DLL,C:\Windows\SYSTEM32\dhcpcsvc.DLL,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa2bcd0000,0x691000,twinui.pcshell.dll,C:\Windows\System32\twinui.pcshell.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa42fa0000,0x745000,SHELL32.dll,C:\Windows\System32\SHELL32.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3dec0000,0x2f000,dwmapi.dll,C:\Windows\SYSTEM32\dwmapi.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3d000000,0x1e3000,dcomp.dll,C:\Windows\System32\dcomp.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3aa60000,0x6f000,wincorlib.DLL,C:\Windows\System32\wincorlib.DLL,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa322e0000,0x4d6000,WININET.dll,C:\Windows\System32\WININET.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa37e40000,0x27f000,DWrite.dll,C:\Windows\System32\DWrite.dll,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa2bb70000,0x15b000,-,-,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3dcf0000,0x36000,-,-,2024-09-17,22:13:46.000000,UTC,Disabled
488,svchost.exe,0x7ffa3a8c0000,0xf4000,mrmcorer.dll,C:\Windows\SYSTEM32\mrmcorer.dll,2024-09-17,22:13:47.000000,UTC,Disabled
488,svchost.exe,0x7ffa40a90000,0x33000,ntmarta.dll,C:\Windows\SYSTEM32\ntmarta.dll,2024-09-17,22:13:47.000000,UTC,Disabled
488,svchost.exe,0x7ffa3a490000,0x2d000,bcp47mrm.dll,C:\Windows\SYSTEM32\bcp47mrm.dll,2024-09-17,22:13:47.000000,UTC,Disabled
488,svchost.exe,0x7ffa2b5f0000,0x63000,NotificationControllerPS.dll,C:\Windows\System32\NotificationControllerPS.dll,2024-09-17,22:13:47.000000,UTC,Disabled
488,svchost.exe,0x7ffa355a0000,0x98000,webio.dll,C:\Windows\System32\webio.dll,2024-09-17,22:13:47.000000,UTC,Disabled
488,svchost.exe,0x7ffa2b230000,0x25f000,msxml6.dll,C:\Windows\System32\msxml6.dll,2024-09-17,22:13:47.000000,UTC,Disabled
488,svchost.exe,0x7ffa3fb30000,0xca000,DNSAPI.dll,C:\Windows\SYSTEM32\DNSAPI.dll,2024-09-17,22:13:48.000000,UTC,Disabled
488,svchost.exe,0x7ffa2bb10000,0x51000,vaultcli.dll,C:\Windows\System32\vaultcli.dll,2024-09-17,22:13:48.000000,UTC,Disabled
488,svchost.exe,0x7ffa35100000,0x80000,fwpuclnt.dll,C:\Windows\System32\fwpuclnt.dll,2024-09-17,22:13:48.000000,UTC,Disabled
488,svchost.exe,0x7ffa35900000,0xa000,rasadhlp.dll,C:\Windows\System32\rasadhlp.dll,2024-09-17,22:13:48.000000,UTC,Disabled
488,svchost.exe,0x7ffa3f6e0000,0x97000,schannel.DLL,C:\Windows\system32\schannel.DLL,2024-09-17,22:13:48.000000,UTC,Disabled
488,svchost.exe,0x7ffa2aa10000,0x15000,mskeyprotect.dll,C:\Windows\SYSTEM32\mskeyprotect.dll,2024-09-17,22:13:49.000000,UTC,Disabled
488,svchost.exe,0x7ffa2b180000,0x26000,ncryptsslp.dll,C:\Windows\system32\ncryptsslp.dll,2024-09-17,22:13:49.000000,UTC,Disabled
488,svchost.exe,0x7ffa40b30000,0xa000,DPAPI.DLL,C:\Windows\System32\DPAPI.DLL,2024-09-17,22:13:49.000000,UTC,Disabled
488,svchost.exe,0x7ffa353f0000,0x39000,Windows.Devices.Radios.dll,C:\Windows\System32\Windows.Devices.Radios.dll,2024-09-17,22:13:57.000000,UTC,Disabled
488,svchost.exe,0x7ffa0d510000,0x5c000,aphostservice.dll,c:\windows\system32\aphostservice.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa31400000,0x26000,NetworkHelper.dll,c:\windows\system32\NetworkHelper.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa35f10000,0x15000,UserDataPlatformHelperUtil.dll,c:\windows\system32\UserDataPlatformHelperUtil.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0d4a0000,0x65000,SYNCUTIL.dll,c:\windows\system32\SYNCUTIL.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0d140000,0x20000,DMCfgUtils.dll,c:\windows\system32\DMCfgUtils.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa31c70000,0x7c000,DMCmnUtils.dll,c:\windows\system32\DMCmnUtils.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0d0d0000,0x1f000,dmxmlhelputils.dll,c:\windows\system32\dmxmlhelputils.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa36210000,0x1b000,tbs.dll,c:\windows\system32\tbs.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa42340000,0x1d000,imagehlp.dll,C:\Windows\System32\imagehlp.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa35e50000,0xd000,MCCSPal.dll,c:\windows\system32\MCCSPal.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa31f90000,0x14000,InprocLogger.dll,c:\windows\system32\InprocLogger.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa3fd30000,0x8c000,msv1_0.DLL,C:\Windows\system32\msv1_0.DLL,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa3ffe0000,0x14000,NtlmShared.dll,C:\Windows\system32\NtlmShared.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa40070000,0x15000,cryptdll.dll,C:\Windows\system32\cryptdll.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0c540000,0x9c000,SyncController.dll,C:\Windows\System32\SyncController.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa30270000,0x17000,APHostClient.dll,C:\Windows\System32\APHostClient.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0d0f0000,0x47000,AccountAccessor.dll,C:\Windows\System32\AccountAccessor.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0c440000,0xf5000,PIMSTORE.dll,C:\Windows\System32\PIMSTORE.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa279b0000,0x30000,-,-,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa27d50000,0x11000,-,-,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa287e0000,0x10000,-,-,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0c3f0000,0x44000,CEMAPI.dll,C:\Windows\System32\CEMAPI.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa0c390000,0x5e000,PhoneUtil.dll,C:\Windows\System32\PhoneUtil.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa279a0000,0xf000,dsclient.dll,C:\Windows\System32\dsclient.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa3b8f0000,0xd000,SystemEventsBrokerClient.dll,C:\Windows\System32\SystemEventsBrokerClient.dll,2024-09-17,22:15:40.000000,UTC,Disabled
488,svchost.exe,0x7ffa2d550000,0xbd000,Windows.System.Launcher.dll,C:\Windows\System32\Windows.System.Launcher.dll,2024-09-17,22:17:05.000000,UTC,Disabled
488,svchost.exe,0x7ffa2e120000,0x24000,edputil.dll,C:\Windows\SYSTEM32\edputil.dll,2024-09-17,22:17:05.000000,UTC,Disabled
488,svchost.exe,0x7ffa40280000,0x29a000,comctl32.dll,C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5\comctl32.dll,2024-09-17,22:17:05.000000,UTC,Disabled
488,svchost.exe,0x7ffa35810000,0xc000,Secur32.dll,C:\Windows\system32\Secur32.dll,2024-09-17,22:17:06.000000,UTC,Disabled
488,svchost.exe,0x7ffa3d950000,0x42000,MLANG.dll,C:\Windows\system32\MLANG.dll,2024-09-17,22:17:06.000000,UTC,Disabled
488,svchost.exe,0x7ffa35430000,0x1f000,BthRadioMedia.dll,C:\Windows\system32\BthRadioMedia.dll,2024-09-17,22:19:28.000000,UTC,Disabled
488,svchost.exe,0x7ffa40ad0000,0x33000,DEVOBJ.dll,C:\Windows\system32\DEVOBJ.dll,2024-09-17,22:19:28.000000,UTC,Disabled
488,svchost.exe,0x7ffa361b0000,0x51000,capauthz.dll,C:\Windows\SYSTEM32\capauthz.dll,2024-09-17,22:50:14.000000,UTC,Disabled
488,svchost.exe,0x7ffa410a0000,0x67000,WINTRUST.dll,C:\Windows\System32\WINTRUST.dll,2024-09-17,22:50:14.000000,UTC,Disabled
488,svchost.exe,0x7ffa35910000,0x10000,npmproxy.dll,C:\Windows\System32\npmproxy.dll,2024-09-17,22:58:23.000000,UTC,Disabled
488,svchost.exe,0x7ffa37c90000,0x1a6000,Windows.Globalization.dll,C:\Windows\System32\Windows.Globalization.dll,2024-09-17,22:58:24.000000,UTC,Disabled
488,svchost.exe,0x7ffa2b9f0000,0x3f000,CapabilityAccessManagerClient.dll,C:\Windows\System32\CapabilityAccessManagerClient.dll,2024-09-17,22:58:24.000000,UTC,Disabled
764,MicrosoftEdgeU,0x590000,0x37000,MicrosoftEdgeUpdate.exe,C:\Program,Files,(x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,2024-09-17,22:13:44.000000,UTC,Disabled
764,MicrosoftEdgeU,0x7ffa43730000,0x1f8000,-,-,2024-09-17,22:13:44.000000,UTC,Disabled
764,MicrosoftEdgeU,0x7ffa42420000,0x59000,wow64.dll,C:\Windows\System32\wow64.dll,2024-09-17,22:13:44.000000,UTC,Disabled
764,MicrosoftEdgeU,0x7ffa41aa0000,0x83000,wow64win.dll,C:\Windows\System32\wow64win.dll,2024-09-17,22:13:44.000000,UTC,Disabled
764,MicrosoftEdgeU,0x76ef0000,0xa000,wow64cpu.dll,C:\Windows\System32\wow64cpu.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ff6139e0000,0x1a000,taskhostw.exe,C:\Windows\system32\taskhostw.exe,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa43730000,0x1f8000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42610000,0xbd000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41340000,0x2f6000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41a00000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41870000,0x126000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42830000,0x354000,combase.dll,C:\Windows\System32\combase.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41110000,0x100000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42ed0000,0xcd000,OLEAUT32.dll,C:\Windows\System32\OLEAUT32.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa412a0000,0x9d000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42310000,0x30000,-,-,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41b30000,0x19e000,-,-,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40f70000,0x22000,-,-,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42800000,0x2c000,-,-,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41640000,0x11a000,-,-,2024-09-17,22:13:44.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa3dfd0000,0x12000,kernel.appcore.dll,C:\Windows\SYSTEM32\kernel.appcore.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41210000,0x82000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42ba0000,0x9c000,sechost.dll,C:\Windows\System32\sechost.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa3dae0000,0x9e000,-,-,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42360000,0xa9000,clbcatq.dll,C:\Windows\System32\clbcatq.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa2a300000,0x1b000,PlaySndSrv.dll,C:\Windows\System32\PlaySndSrv.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa2a2e0000,0x1d000,MsCtfMonitor.dll,C:\Windows\system32\MsCtfMonitor.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa421f0000,0x114000,-,-,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa2a290000,0x45000,-,-,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40b40000,0x5b000,WINSTA.dll,C:\Windows\system32\WINSTA.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa322e0000,0x4d6000,wininet.dll,C:\Windows\system32\wininet.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42140000,0xaf000,advapi32.dll,C:\Windows\System32\advapi32.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa32a10000,0x335000,ESENT.dll,C:\Windows\system32\ESENT.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa3e860000,0x79b000,windows.storage.dll,C:\Windows\SYSTEM32\windows.storage.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40040000,0x2d000,Wldp.dll,C:\Windows\system32\Wldp.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa42480000,0xad000,SHCORE.dll,C:\Windows\System32\SHCORE.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa419a0000,0x55000,shlwapi.dll,C:\Windows\System32\shlwapi.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40d40000,0x25000,profapi.dll,C:\Windows\SYSTEM32\profapi.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa390f0000,0x2bc000,iertutil.dll,C:\Windows\system32\iertutil.dll,2024-09-17,22:13:48.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa400b0000,0xc000,CRYPTBASE.DLL,C:\Windows\system32\CRYPTBASE.DLL,2024-09-17,22:13:49.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40c70000,0x4b000,powrprof.dll,C:\Windows\SYSTEM32\powrprof.dll,2024-09-17,22:13:52.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40c50000,0x12000,UMPDC.dll,C:\Windows\SYSTEM32\UMPDC.dll,2024-09-17,22:13:52.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa40cc0000,0x2e000,USERENV.dll,C:\Windows\system32\USERENV.dll,2024-09-17,22:13:52.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa28780000,0x27000,WINMM.dll,C:\Windows\System32\WINMM.dll,2024-09-17,22:13:54.000000,UTC,Disabled
1656,taskhostw.exe,0x7ffa41760000,0x27000,bcrypt.dll,C:\Windows\System32\bcrypt.dll,2024-09-17,22:20:39.000000,UTC,Disabled
3200,explorer.exe,0x7ff62c490000,0x546000,Explorer.EXE,C:\Windows\Explorer.EXE,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa43730000,0x1f8000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42610000,0xbd000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41340000,0x2f6000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa412a0000,0x9d000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41110000,0x100000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42830000,0x354000,combase.dll,C:\Windows\System32\combase.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41870000,0x126000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42ed0000,0xcd000,OLEAUT32.dll,C:\Windows\System32\OLEAUT32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42480000,0xad000,shcore.dll,C:\Windows\System32\shcore.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41a00000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42140000,0xaf000,advapi32.dll,C:\Windows\System32\advapi32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42ba0000,0x9c000,sechost.dll,C:\Windows\System32\sechost.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa419a0000,0x55000,shlwapi.dll,C:\Windows\System32\shlwapi.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41b30000,0x19e000,user32.dll,C:\Windows\System32\user32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa40f70000,0x22000,win32u.dll,C:\Windows\System32\win32u.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42800000,0x2c000,GDI32.dll,C:\Windows\System32\GDI32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41640000,0x11a000,gdi32full.dll,C:\Windows\System32\gdi32full.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa42fa0000,0x745000,SHELL32.dll,C:\Windows\System32\SHELL32.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa2d040000,0xa9000,TWINAPI.dll,C:\Windows\SYSTEM32\TWINAPI.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa40cc0000,0x2e000,USERENV.dll,C:\Windows\SYSTEM32\USERENV.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa3fee0000,0x3b000,IPHLPAPI.DLL,C:\Windows\SYSTEM32\IPHLPAPI.DLL,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa40c70000,0x4b000,powrprof.dll,C:\Windows\SYSTEM32\powrprof.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa3e860000,0x79b000,windows.storage.dll,C:\Windows\SYSTEM32\windows.storage.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa2cfa0000,0x92000,AEPIC.dll,C:\Windows\SYSTEM32\AEPIC.dll,2024-09-17,22:13:45.000000,UTC,Disabled
3200,explorer.exe,0x7ffa41760000,0x27000,bcrypt.dll,C:\Windows\System32\bcrypt.dll,2024-09-17,22:13:45.000000,UTC,Disabled
